City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
334,el bayadh,33.6832,1.0193,16.47,60,99,4.37,DZ,1717897953
335,khorixas,-20.3667,14.9667,15.97,27,42,7.05,,1717897954
336,bangui,4.3612,18.555,25.1,83,20,1.03,CF,1717897954
337,urambo,-5.0667,32.05,15.07,59,7,2.48,TZ,1717897955
338,chonchi,-42.6128,-73.8092,10.56,91,100,4.65,CL,1717897955
339,kurumkan,54.3,110.3,16.18,47,100,2.24,RU,1717897955
340,sonepur,20.8333,83.9167,33.03,50,9,4.94,IN,1717897956
341,saudarkrokur,65.7461,-19.6394,2.84,92,100,1.04,IS,1717897956
342,bathsheba,13.2167,-59.5167,28.34,83,40,9.26,BB,1717897957
343,ephrata,40.1798,-76.1788,21.02,64,0,0.0,US,1717897862
344,visby,57.6409,18.296,12.12,82,75,6.17,SE,1717897958
345,alice springs,-23.7,133.8833,16.75,48,1,1.54,AU,1717897959
346,manadhoo,5.7667,73.3833,28.41,78,97,7.0,MV,1717897959
347,dapa,9.7594,126.0531,29.41,69,94,1.13,PH,1717897959
348,pandan,14.0453,124.1694,31.97,62,98,0.89,PH,1717897960
349,naze,28.3667,129.4833,25.51,79,93,4.36,JP,1717897947
350,makhambet,47.6667,51.5833,22.23,64,0,3.95,KZ,1717897961
351,puerto armuelles,8.2833,-82.8667,27.99,72,97,1.79,PA,1717897836
352,weno,7.4515,151.8468,29.97,84,100,3.6,FM,1717897962
353,bovalino,38.149,16.174,24.61,42,0,3.12,IT,1717897962
354,kalispell,48.1958,-114.3129,26.02,34,0,4.12,US,1717897802
355,yanchep,-31.55,115.6833,18.07,74,100,9.29,AU,1717897963
356,aras-asan,8.8908,126.3033,29.21,70,28,2.2,PH,1717897964
357,mount isa,-20.7333,139.5,21.87,37,0,5.14,AU,1717897965
358,geneina,13.45,22.45,26.18,54,10,7.91,SD,1717897965
359,ormara,25.2088,64.6357,28.06,90,0,6.51,PK,1717897965
360,ban pong,13.8163,99.8774,28.01,69,100,3.04,TH,1717897966
361,sidney,-33.8679,151.2073,18.54,58,0,4.63,AU,1717897921
362,lerwick,60.1545,-1.1494,9.0,86,51,7.52,GB,1717897967
363,gadzhiyevo,69.2551,33.3362,4.61,82,95,5.41,RU,1717897967
364,as sulayyil,20.4607,45.5779,33.14,11,0,4.81,SA,1717897968
